ID,Title,About,Score,Categories,img_url,1,2,3,4,5,total_reviews,TA_url
83,Westport House & Gardens,"Known as “Ireland’s Most Beautiful Home”, Westport House has a story that matches its beauty. One of the few still privately-owned historic houses left in Ireland, Westport House was built by the Browne family whose connections to Mayo date back to the 1500s and even relates them to the trail-blazing pirate queen and chieftain, Grace O’Malley. A visit to Westport House will tell the story of the development of the house as well as the family’s contribution to the estate and surrounding area. We hope you’ll enjoy the tales of pirates and slave emancipators as you gain a fascinating insight into the families behind the big house as well as the members of staff who made it all possible. Families can also visit the onsite Pirate Adventure Park. Keep an eye on its vibrant Events Calendar. Or book a stay in onsite Hotel Westport, hire a bell tent or bring your own to the Caravan & Camping Park.",4.5,Historic Sites • Gardens,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/cf/91/b0/dawn-at-westport-house.jpg?w=900&h=600&s=1,22,32,65,232,549,900,https://www.tripadvisor.ie/Attraction_Review-g186627-d3400581-Reviews-Westport_House_Gardens-Westport_County_Mayo_Western_Ireland.html
100,The Irish Workhouse Centre,,5.0,Historic Sites • Architectural Buildings,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/3b/d9/c0/laundry.jpg?w=900&h=600&s=1,1,1,5,53,432,492,https://www.tripadvisor.ie/Attraction_Review-g315874-d2257652-Reviews-The_Irish_Workhouse_Centre-Portumna_County_Galway_Western_Ireland.html
81,Derryglad Folk & Heritage Museum,"Open May-Oct incl : No trip to the midlands is complete without a visit to the Derryglad Folk & Heritage Museum, which is hidden in South Roscommon in a land of lakes and rivers. The collection deals with Farm & Folk life in Ireland from the 18th century to the recent past. The museum is privately owned and run by the Finneran Family and houses a unique 25 year collection of over ,7500 items includes horse-drawn machinery restored to the original working order, tradesmans tools and buttermaking equipment, laundry memorabilia, old and rare washing machines, 1930’s old-style thatched bar & grocery, old-style sheep shears, radios, gramophones , shop dockets and bill-heads, sports display McCormacks photography room where the contents include dark rooms finishing r D & P line, B & W colour processors. as well as much, much more. its an ideal destina­tion for school tours, ICA Guilds, Ladies Clubs, Farming Groups, Vintage Clubs, Historical So­cieties, families,",5.0,Visitor Centres • Speciality Museums,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/fd/db/b3/classroom.jpg?w=900&h=600&s=1,0,1,2,30,344,377,https://www.tripadvisor.ie/Attraction_Review-g212091-d2154371-Reviews-Derryglad_Folk_Heritage_Museum-Athlone_County_Westmeath.html
82,Killary Sheep Farm,"contains some of Ireland's most awe-inspiring and dramatic scenery including Killary Fjord. Sheepdog Demonstrations with highly skilled working dogs, feeding the lambs with bottles, Sheep shearing using the hand shears, turf cutting using the traditional method which visitors can try out this ancient method for themselves, walking trails, Great day out for all the family.",5.0,Farms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/2a/d2/70/amazing-scenery.jpg?w=900&h=600&s=1,6,1,3,20,403,433,https://www.tripadvisor.ie/Attraction_Review-g212985-d3370072-Reviews-Killary_Sheep_Farm-Leenane_County_Galway_Western_Ireland.html
97,Waterford Greenway,"Waterford Greenway is a spectacular 46 km off-road cycling and walking trail along an old railway line which runs between Waterford and Dungarvan. From the Viking City alongside the River Suir, out by Mount Congreve Gardens, through Kilmacthomas, across eleven bridges, over three impressive viaducts and through a 400m long tunnel; with wonderful views of the Comeragh Mountains and Dungarvan Bay.",5.0,Biking Trails • Hiking Trails,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/05/bc/4b/screenshot-20180806-215057.jpg?w=900&h=600&s=1,2,9,17,94,575,697,https://www.tripadvisor.ie/Attraction_Review-g186638-d10166976-Reviews-Waterford_Greenway-Waterford_County_Waterford.html
99,Joyce Country Sheepdogs,"An authentic insight into hill sheep farming and rural Irish life with working sheepdog demonstrations. Interaction with puppies and sheep shearing demonstration during high season. This is set against some of the most breathtaking scenery in Ireland. Rest room facilities available along with picnic tables for guest use. Scheduled demonstration times are 11am, 1pm and 3.30 pm Monday -Saturday, however alternative times are available by prior arrangement.",5.0,Farms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/6a/df/be/joyce-country-sheepdogs.jpg?w=900&h=600&s=1,1,0,0,5,305,311,https://www.tripadvisor.ie/Attraction_Review-g2052574-d2049868-Reviews-Joyce_Country_Sheepdogs-Shanafaraghaun_County_Galway_Western_Ireland.html
96,Carlingford Adventure Centre,"Carlingford Adventure is the no.1 activity centre in Ireland & we offer a fun and safe way to try exciting outdoor adventures. We welcome families, groups & individuals. There are full day and half day options available throughout the year and kids camps during Easter/Summer/Halloween. ACCOMMODATION & ACTIVITY PACKAGES: The centre is located in the middle of Carlingford and offers great deals on accommodation and activity packages in private hostel dorms or holiday homes. Check out our website for special offers. We have over 30 activities on our 3 adventure sites Land, Sea & Sky. WOODLAND includes rock climbing & abseiling, laser combat, hill walking / Gaisce. SEASPORTS has kayaking, canoeing, stand up paddleboarding, raft building, canoe rafting and water pontoons / water trampolines. SKYPARK has an aerial adventure course, Sky Junior, Maze, team development high ropes, crystal maze challenge course, footgolf, aeroball, archery, climbing wall, ziplines, base jump & quazer",4.5,Sports Complexes,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/e1/e3/30/new-stand-up-paddle-boarding.jpg?w=900&h=600&s=1,11,0,9,54,384,458,https://www.tripadvisor.ie/Attraction_Review-g315880-d2403457-Reviews-Carlingford_Adventure_Centre-Carlingford_Cooley_Peninsula_County_Louth.html
120,Siamsa Tire National Folk Theatre,"Siamsa Tire, the National Folk Theatre is Ireland's premier cultural experience. It was set up over 50 years ago to sustain, explore, develop and share Ireland's traditional arts through Irish Music, Song and Dance performed by Ireland's leading traditional artists. From May to September, during the Festival of Folk you can connect with authentic Irish cultural experiences and choose from folk theatre performances, personal guided tours and workshops with members of The National Folk Theatre cast and Training Academy. Siamsa Tire is one of Ireland's busiest theatres and arts centre and is located in an iconic ring fort style building in Tralee town park on the Kerry coastline. The venue provides a varied and rich theatre and arts programme year-round and has a fully licenced theatre bar. The Siamsa Tire galleries host a National Folk Theatre Exhibition every summer and exhibitions by Irish artists throughout the rest of the year - enjoy our exhibitions for free.",5.0,Theatres,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/5a/c4/95/the-national-folk-theatre.jpg?w=900&h=600&s=1,2,2,15,46,310,375,https://www.tripadvisor.ie/Attraction_Review-g186613-d613331-Reviews-Siamsa_Tire_National_Folk_Theatre-Tralee_County_Kerry.html
118,Clare Coastal Walk Project,,5.0,Hiking Trails,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/bf/16/9f/coastal-hike-nearer-to.jpg?w=900&h=600&s=1,2,3,4,17,241,267,https://www.tripadvisor.ie/Attraction_Review-g214506-d3139258-Reviews-Clare_Coastal_Walk_Project-Doolin_The_Burren_County_Clare.html
117,Inishowen Tourist Office,"Visitor Information Centre providing in depth knowledge/expertise of the Inishowen Peninsula & County of Donegal. Find out what you can do and see in the peninsula from fantastic scenic drives to attractions, activities, cultural sights, arts and crafts. Ask for top tips on where to eat and stay, music & festivals during your visit. Stocking a large selection of locals Arts & Crafts and Souvenirs to remember your Inishowen Experience!",5.0,Visitor Centres,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/40/5a/8a/explore-inishowen-with.jpg?w=900&h=600&s=1,1,0,2,8,144,155,https://www.tripadvisor.ie/Attraction_Review-g212531-d240335-Reviews-Inishowen_Tourist_Office-Buncrana_County_Donegal.html
105,Victor's Way,This place is temporarily closed,4.5,Points of Interest & Landmarks,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/0b/ce/97/statue-6.jpg?w=900&h=600&s=1,5,3,8,29,194,239,https://www.tripadvisor.ie/Attraction_Review-g186644-d1523388-Reviews-Victor_s_Way-County_Wicklow.html
119,The Ewe Experience,"The Ewe is a home - open to the public, entirely created & run by a couple. Ireland's only 'Interactive Natural History Museum-on-a-Mountain' is a must see for anyone interested in art, nature or a totally unique experience - the perfect destination for a relaxing, memorable day out. Set along a spectacular waterfall in the natural Eden of Glengarriff, the one-two hour trail offers visitors a chance to step off the treadmill, slow down and rediscover our beautiful but vulnerable natural world. It is a journey like no other. Explore the meandering pathways and hidden corners, where curious creatures gaze back as you pass. Take the Evolution Walk through the Valley of Eden, weave your way over bridges & discover a surprise at every turn. The creative haven of about six acres has been designed in four very different tiers up a mountainside - each with a theme: Water, Time, The Environment & Ancient Earth. Children welcome - please supervise for the safety & peaceful enjoyment of all.",4.5,Gardens,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/bb/d2/65/the-ewe-sculpture-garden.jpg?w=900&h=600&s=1,9,5,18,64,420,516,https://www.tripadvisor.ie/Attraction_Review-g212093-d1750567-Reviews-The_Ewe_Experience-Glengarriff_County_Cork.html
115,The Donkey Sanctuary,,5.0,Nature & Wildlife Areas • Zoos • Educational sites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/47/89/13/the-donkey-sanctuary.jpg?w=900&h=600&s=1,0,1,2,49,237,289,https://www.tripadvisor.ie/Attraction_Review-g211875-d216067-Reviews-The_Donkey_Sanctuary-Mallow_County_Cork.html
116,The Point Equestrian Centre and Pony Trekking,,5.0,Horse Tracks,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/97/b8/e1/the-point-equestrian.jpg?w=900&h=600&s=1,2,1,3,8,172,186,https://www.tripadvisor.ie/Attraction_Review-g1106033-d1119842-Reviews-The_Point_Equestrian_Centre_and_Pony_Trekking-Ballyconneely_Clifden_County_Galwa.html
114,Mount Errigal,,5.0,Mountains • Hiking Trails,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/e1/75/3e/errigal.jpg?w=900&h=600&s=1,0,2,6,51,236,295,https://www.tripadvisor.ie/Attraction_Review-g212516-d582481-Reviews-Mount_Errigal-Letterkenny_County_Donegal.html
112,Kilkee Cliff Walk,,5.0,Points of Interest & Landmarks • Scenic Walking Areas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/c6/88/9c/amazing-placeendless.jpg?w=900&h=600&s=1,0,0,1,42,464,507,https://www.tripadvisor.ie/Attraction_Review-g212520-d6898550-Reviews-Kilkee_Cliff_Walk-Kilkee_County_Clare.html
111,Dog's Bay Beach,,5.0,Beaches,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/b9/87/6c/pure-atmosphere.jpg?w=900&h=600&s=1,0,0,3,42,221,266,https://www.tripadvisor.ie/Attraction_Review-g551539-d7106495-Reviews-Dog_s_Bay_Beach-Roundstone_County_Galway_Western_Ireland.html
113,Curraghduff Farm,"Curraghduff Farm: Alpaca Experience and Glamping Farm. BOOKING IS ESSENTIAL. The Newton family welcome you to their home at Curraghduff Farm and offer Alpaca Walks, Alpaca Meet and Greets and Accommodation. Book your alpaca experience where you can take plenty of pictures and enjoy the beautiful scenery of Lough Corrib, Connemara and surrounding mountains. You will also get to meet all the other animals on the farm. Drinks and a homemade biscuit are provided at the end of your tour. We now offer Glamping accommodation. Contact us to plan your Alpaca Experience.",5.0,Nature & Wildlife Areas • Farms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/92/c5/77/the-boys-trying-to-catch.jpg?w=900&h=600&s=1,1,0,0,1,220,222,https://www.tripadvisor.ie/Attraction_Review-g212089-d15576754-Reviews-Curraghduff_Farm-Oughterard_County_Galway_Western_Ireland.html
110,Killarney Brewing Company,"Our Muckross Road Taproom, just five minutes’ walk from Killarney town offers a wide selection of our premium Irish beers and freshly made wood fired pizza. Why not pop in and try our beer flight, a great way to sample a selection of our Killarney beers. We also have some exclusive small batch brews too if you are feeling adventurous. Open Tuesday to Sunday from 4pm - 11pm. A must-see destination for visitors to Killarney. Our new campus is now open just outside Killarney town on the Fossa Road. Come join us in our restaurant & bar where you can try our carefully crafted menu using locally sourced ingredients, working with local suppliers and most importantly selected to complement our core Killarney Beers & Spirits. More info here: https://linktr.ee/killarneybrewingdistilling",4.5,Breweries,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/ac/f4/4c/muckross-road-entrance.jpg?w=900&h=600&s=1,3,9,12,62,329,415,https://www.tripadvisor.ie/Attraction_Review-g186612-d8155536-Reviews-Killarney_Brewing_Company-Killarney_County_Kerry.html
108,The Lost Valley,"The Lost Valley offers a unique window into the cultural heritage of the west of Ireland. Indeed it is itself arguably the finest memorial of the Great Irish Famine that remains today. As The Lost Valley is an active working farm, visitors can experience life on the farm with pet lamb feeding for younger adventurers, a working sheep dog demonstration and a sheep shearing demonstration in season on request. Meeting point/Reception is located at the lost valley - Silver Strand, Louisburgh, Co. Mayo, Ireland.",5.0,Historic Sites • Nature & Wildlife Areas • Farms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/a8/f6/41/killary-fjord.jpg?w=900&h=600&s=1,4,0,0,5,259,268,https://www.tripadvisor.ie/Attraction_Review-g1204677-d8567486-Reviews-The_Lost_Valley-Louisburgh_County_Mayo_Western_Ireland.html
109,Michael Davitt Museum,"The Michael Davitt Museum is dedicated to the life and achievements of Michael Davitt - father of the Land League, International Humanitarian, Author and Parliamentarian. The Museum is housed in a Royal Institute of Architects of Ireland award winning restored church in which Michael Davitt was baptised. The museum is adjacent to the 13th Century Straide Abbey which contains some of the finest medieval carvings in Ireland. The site also features an historic graveyard in which Davitt, and other notable figures are buried, and extensive landscaped grounds, in which to walk or picnic. Food & refreshments available nearby.",5.0,Speciality Museums,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/bb/0f/53/the-museum-as-seen-from.jpg?w=900&h=600&s=1,0,0,0,29,367,396,https://www.tripadvisor.ie/Attraction_Review-g211863-d5540393-Reviews-Michael_Davitt_Museum-Foxford_County_Mayo_Western_Ireland.html
106,Coolwater Garden,"As the fee includes a personally guided tour and refreshments in the pagoda beside the Water Garden, entrance is, naturally, by advance booking only. Coolwater, on half an acre, steps to the beat of a different drum with its breathtaking Water Garden, troughs chockerblock with choice Alpine plants and distinctively styled West Garden: don't expect lawns and borders in this garden! Overlooked on one side by Skule Hill and on the other by Rockstown Castle, it has been designed for year round structure and shape. The ponds in the West garden together with the large one in the Water Garden have also encouraged a superabundance of aquatic wildlife. Note! Advance booking only.",5.0,Gardens,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/3c/94/b1/coolwater-garden.jpg?w=900&h=600&s=1,0,0,0,5,149,154,https://www.tripadvisor.ie/Attraction_Review-g186621-d8818265-Reviews-Coolwater_Garden-Limerick_County_Limerick.html
104,Awesome Walls,"Awesome Walls Dublin is one of the largest and most modern indoor climbing centres in Europe catering for individuals, groups and birthday parties. With a superb cafe and shop on site and expert instructors we will ensure you have a great time every time.",5.0,Sports Complexes,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/93/97/41/climber-on-one-of-our.jpg?w=900&h=600&s=1,2,1,2,63,381,449,https://www.tripadvisor.ie/Attraction_Review-g186605-d3634037-Reviews-Awesome_Walls-Dublin_County_Dublin.html
107,The Kerry Way,,4.5,Hiking Trails,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/94/be/6d/the-kerry-way.jpg?w=900&h=600&s=1,5,4,30,109,467,615,https://www.tripadvisor.ie/Attraction_Review-g186612-d216185-Reviews-The_Kerry_Way-Killarney_County_Kerry.html
103,Falconry Kerry,Falconry Kerry provides you with an opportunity to take part in “the sport of kings”. Here you can fly your own hawk in our meadows with the assistance of a trained falconer. Not to mention the beautiful owls you will meet. (they make the most original photobombers!) The hawk walk lasts about one hour and pre-booking is recommended to avoid disappointment.,5.0,Nature & Wildlife Areas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/2b/1c/6b/heidi-and-khaleesi.jpg?w=900&h=600&s=1,0,0,0,1,182,183,https://www.tripadvisor.ie/Attraction_Review-g186612-d14759651-Reviews-Falconry_Kerry-Killarney_County_Kerry.html
101,Carrowholly Stables & Trekking Centre,"Carrowholly Stables is situated 3 miles from Westport town in the beautiful west coast of Ireland and is the perfect choice for all your horse riding. We offer pony camps, group parties, beach and trail rides suitable for all levels of riders from the beginner to the more accomplished enthusiast. We have a wide range of horses and ponies from 11hh- 17hh to suit all abilities (We have ponies ranging in height from 107-148 cm and our horses range in height from 149-165 cm). Packages can be tailor made to suit your requirements. Discounts are available for groups and regular bookings. A.I.R.E. and Failte Ireland Approved.",5.0,Equestrian Trails,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/cf/17/c3/carrowholly-stables-trekking.jpg?w=900&h=600&s=1,2,1,0,7,282,292,https://www.tripadvisor.ie/Attraction_Review-g186627-d3499226-Reviews-Carrowholly_Stables_Trekking_Centre-Westport_County_Mayo_Western_Ireland.html
102,Gougane Barra National Forest Park,,5.0,National Parks,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/40/f8/67/gougane-barra-park.jpg?w=900&h=600&s=1,0,0,1,46,255,302,https://www.tripadvisor.ie/Attraction_Review-g7747172-d216055-Reviews-Gougane_Barra_National_Forest_Park-Gougane_Barra_Ballingeary_County_Cork.html
95,Dublin Falconry,We are an educational and tourists facility.We provide many services for the public as an attraction.,5.0,Nature & Wildlife Areas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/04/19/1e/dublin-falconry.jpg?w=900&h=600&s=1,1,0,0,1,217,219,https://www.tripadvisor.ie/Attraction_Review-g551505-d1741624-Reviews-Dublin_Falconry-Castleknock_County_Dublin.html
94,Inchydoney Beach,,4.5,Beaches,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/76/7a/8c/inchydoney-beach.jpg?w=900&h=600&s=1,3,8,21,118,615,765,https://www.tripadvisor.ie/Attraction_Review-g211877-d3533928-Reviews-Inchydoney_Beach-Clonakilty_County_Cork.html
93,Jerpoint Park,"Welcome to Jerpoint Park, where we strive to immerse you in a unique experience of heritage and culture in a very special destination Thomastown in Kilkenny , south east of Ireland. Unearth the history of Jerpoint Park with a guided tour of the footprints of a deserted 12th century medieval town. When it was founded near a crossing point on the River Nore near the Cistercian Jerpoint Abbey. The site also contains the Tomb Effigy of St. Nicholas (Bishop of Myra) plus the Church of St. Nicholas. ""One of Irelands's best examples of a deserted 12th century medieval town"" a quote from The Heritage Council of Ireland. Angling on the River Nore for wild salmon & wild brown trout from March - September ( rods & bait available for hire). Sheep dog demonstrations is a wonderful event to see. Tour times daily at 10.30am & 2.30pm from 1st April - 28th Ocbotber 2018.",5.0,Historic Sites,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/77/39/08/jerpoint-park.jpg?w=900&h=600&s=1,3,2,4,43,286,338,https://www.tripadvisor.ie/Attraction_Review-g211931-d2219622-Reviews-Jerpoint_Park-Thomastown_Kilkenny_County_Kilkenny.html
92,Keem Bay,,5.0,Bodies of Water,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/c0/dd/fc/photo1jpg.jpg?w=900&h=600&s=1,2,1,14,66,537,620,https://www.tripadvisor.ie/Attraction_Review-g1513851-d2435150-Reviews-Keem_Bay-Dooagh_Achill_Island_County_Mayo_Western_Ireland.html
74,Rathcroghan Royal Site & Visitor Centre,"Rathcroghan, in County Roscommon, is the hidden heart of the West of Ireland. When you visit this area, just off the N5 Dublin to Westport road, you can experience the home of Celtic Warrior Queen Maeve, the Goddess Morrigan, the Cattle Raid of Cooley, and seat of Gaelic Royalty – this is the Land of Legends for over 5,000 years. Here you can walk in the footsteps of the ancestors, imagine yourself transported back through time to the age of warriors and heroes, and enjoy this fascinating slice of Irish Heritage. The Rathcroghan Complex, with over 200 ancient monuments, is the historical royal capital of Connacht, Ireland’s Western province. We have been nominated to World Heritage Status, and Rathcroghan Visitor Centre offers a BRAND NEW Rathcroghan and Medieval Tulsk exhibition (open April 2014) with fully insured guided tours tailored to suit you; whether your interest is History, Genealogy, Literature, Archaeology, Heritage, Spirituality, or Mythology. Rathcroghan Visitor Centre, in the Medieval village of Tulsk, provides professional guided tours with a qualified historian/archaeologist; plus self-guide information, maps and advice; family friendly activities, workshops and special events, and full café facilities. You can shop for unique hand crafted gifts, an unparalleled specialist book selection, and expert advice no matter what your interest in Irish Culture, History or Heritage.",5.0,Visitor Centres • Historic Sites • Ancient Ruins,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/fc/f3/be/rathcroghan-visitor-centre.jpg?w=900&h=600&s=1,2,4,5,48,525,584,https://www.tripadvisor.ie/Attraction_Review-g4366525-d2279550-Reviews-Rathcroghan_Royal_Site_Visitor_Centre-Tulsk_County_Roscommon_Western_Ireland.html
75,Conor Pass,A scenic stretch of land surrounded by rugged coastline.,5.0,Geologic Formations,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/ec/1e/ea/blick-vom-pass-zuruck.jpg?w=900&h=600&s=1,1,1,15,120,556,693,https://www.tripadvisor.ie/Attraction_Review-g194237-d220146-Reviews-Conor_Pass-Dingle_Peninsula_County_Kerry.html
73,Pearse Lyons Distillery,"Located in Dublin’s historic Liberties, Pearse Lyons Distillery, Dublin’s only boutique distillery, is a five-minute walk from The Guinness Storehouse. Nestled in the former Church of St. James, this distillery has a colourful history dating back to the 12 Century. On tour of the distillery and surrounding graveyard, guests are introduced to the compelling characters from Dublin’s famous distilling and brewing district. This district, rich in culture and tradition, was once a place of booming industry known as The Golden Triangle. The Pearse Lyons Distillery produces some of Ireland’s finest small batch Irish whiskies and celebrates the Irish tradition of storytelling on each guided tour. Guests enjoy a sensory experience as they are brought through the distilling process, before enjoying whiskey and gin tastings at our tasting bar. All booklets, interactives and welcome video are translated in seven languages (English, French, German, Spanish, Italian, Chinese and Portuguese)",5.0,Distilleries,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/4a/e9/3a/pot-stills-at-pearse.jpg?w=900&h=600&s=1,4,2,9,34,484,532,https://www.tripadvisor.ie/Attraction_Review-g186605-d12833684-Reviews-Pearse_Lyons_Distillery-Dublin_County_Dublin.html
91,Sheep's Head Peninsula,,5.0,Historic Walking Areas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/5d/27/bb/one-of-many-beautiful.jpg?w=900&h=600&s=1,1,0,15,73,433,522,https://www.tripadvisor.ie/Attraction_Review-g211922-d649687-Reviews-Sheep_s_Head_Peninsula-Bantry_County_Cork.html
80,Dunmore Adventure,"This is where the fun begins! Water sports & Land activities in a stunning location in the sunniest part of Ireland - the Sunny Southeast. We welcome both Adults and Children, groups and individuals, and cater for all abilities. Activities include: The infamous Wibit Wipeout Aquapark, Kayaking, Archery, Powerfan Freefall, Sailing, Climbing, Caving, Canoeing, Kayaking, SUP, Powerboat and Sailing courses. Summer Camps for kids from 6 yrs - teenagers run all summer long. Fully approved by NGB's and the Irish Tourist Board. Activities available from 1hr to a full day, must be booked in advance.",5.0,Water Parks,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/c2/b4/e3/dunmore-adventure-a-little.jpg?w=900&h=600&s=1,1,4,4,25,269,303,https://www.tripadvisor.ie/Attraction_Review-g1062892-d1972061-Reviews-Dunmore_Adventure-Dunmore_East_County_Waterford.html
72,Dingle Peninsula,,5.0,Points of Interest & Landmarks • Scenic Drives,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/5c/19/91/dingle-peninsula-drive.jpg?w=900&h=600&s=1,0,2,19,105,704,830,https://www.tripadvisor.ie/Attraction_Review-g186610-d523738-Reviews-Dingle_Peninsula-County_Kerry.html
128,Maghera Beach and Caves,,4.5,Beaches • Caverns & Caves,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/5e/10/26/maghera-beach-and-caves.jpg?w=900&h=600&s=1,3,1,8,36,191,239,https://www.tripadvisor.ie/Attraction_Review-g212511-d4436995-Reviews-Maghera_Beach_and_Caves-Ardara_County_Donegal.html
121,The Dublin Liberties Distillery,"Join us on a tour of our stunning working distillery; where you can get up close and personal with our copper pot stills, taste our range of fine single malt and blended Irish whiskeys, enjoy a selection of perfectly crafted cocktails in our bar, or coffee and light bites in our cafe. Hear the stories of mystery, mayhem and magic from the historic Liberties area that have inspired our whiskeys.",5.0,Distilleries,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ad/6a/10/the-dublin-liberties.jpg?w=900&h=600&s=1,1,2,3,16,176,198,https://www.tripadvisor.ie/Attraction_Review-g186605-d16743786-Reviews-The_Dublin_Liberties_Distillery-Dublin_County_Dublin.html
129,Howth Hills,,4.5,Geologic Formations,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/8f/3f/d1/photo0jpg.jpg?w=900&h=600&s=1,1,2,9,104,371,487,https://www.tripadvisor.ie/Attraction_Review-g212088-d1025902-Reviews-Howth_Hills-Howth_County_Dublin.html
127,Great Blasket Island,The Great Blasket Island – the most westerly point in Europe – is the largest Island of an archipelago of islands located 3 miles off the tip of the Dingle Peninsula. The Great Blasket once had a thriving population of inhabitants but in January of 1954 the remaining O'Sullivan family abandoned the Island due to a child contracting meningitis and dying. Many stories and literature have been famously published since this time generating a new found interest in this special area. Since 1954 the Great Blasket Island has been derelict with only visitors coming to a from the Island. In the past few years a number of the houses have been restored and amenities such as overnight accommodation and coffee shop are provided for visitors to the island.,5.0,Islands,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/d7/f6/99/20160718-113536-largejpg.jpg?w=900&h=600&s=1,2,2,11,78,433,526,https://www.tripadvisor.ie/Attraction_Review-g194237-d216389-Reviews-Great_Blasket_Island-Dingle_Peninsula_County_Kerry.html
124,Downpatrick Head,"Downpatrick Head is a place of spectacular scenic and geological importance. One of the noted locations on the West of Ireland's world renowned ""Wild Atlantic Way"". A tourist location not to be missed if you are in the area of north Mayo. The sea stack is one of the most photographed cliff areas in Ireland. A note of caution should be stated as the cliffs are extremely high with no barrier protection to preserve the natural views. View with extreme caution especially in windy conditions. Children should be held on to at all times. No dogs allowed. The site can be viewed during daylight hours.",5.0,Points of Interest & Landmarks • Scenic Walking Areas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/22/74/d1/downpatrick-head.jpg?w=900&h=600&s=1,0,2,4,40,273,319,https://www.tripadvisor.ie/Attraction_Review-g551605-d6628518-Reviews-Downpatrick_Head-Ballycastle_County_Mayo_Western_Ireland.html
126,Killarney House Gardens,,4.5,Gardens,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/11/54/30/photo0jpg.jpg?w=900&h=600&s=1,0,1,5,43,166,215,https://www.tripadvisor.ie/Attraction_Review-g186612-d215881-Reviews-Killarney_House_Gardens-Killarney_County_Kerry.html
125,Seamus Heaney: Listen Now Again,"A National Library of Ireland exhibition celebrating the life and work of Seamus Heaney at the Bank of Ireland Cultural and Heritage Centre, Westmoreland Street, Dublin 2.",5.0,Speciality Museums • History Museums,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/af/00/d9/photo-credit-andrew-lee.jpg?w=900&h=600&s=1,0,0,0,6,140,146,https://www.tripadvisor.ie/Attraction_Review-g186605-d16760525-Reviews-Seamus_Heaney_Listen_Now_Again-Dublin_County_Dublin.html
123,Healy Pass,,5.0,Geologic Formations,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/24/14/9c/healy-pass-in-may.jpg?w=900&h=600&s=1,2,0,4,27,242,275,https://www.tripadvisor.ie/Attraction_Review-g2065470-d216131-Reviews-Healy_Pass-Adrigole_County_Cork.html
